Id,Area,Bedrooms,Bathrooms,Floors,YearBuilt,Location,Condition,Garage,Price
963,1955,3,2,2,1988,Seaside,Poor,Yes,352710
964,2373,3,4,2,2024,Rural,Poor,Yes,289489
965,2995,6,3,2,2016,Downtown,Fair,Yes,967053
966,1492,2,2,2,1981,Rural,Poor,Yes,177687
967,1509,4,3,2,1994,Seaside,Fair,No,402779
968,1534,4,2,1,1952,Suburban,Excellent,Yes,422914
969,3317,7,5,2,1988,Seaside,Good,No,700123
970,2040,3,3,2,2012,Industrial,Good,No,308395
971,1853,4,4,2,1994,Countryside,Good,No,405705
972,2704,4,3,2,1981,Suburban,Fair,Yes,579533
973,1912,3,2,1,2007,Downtown,Fair,Yes,478567
974,2263,3,3,2,2003,Urban,Poor,Yes,373289
975,1425,2,2,2,1988,Industrial,Good,Yes,193503
976,1478,4,3,1,2007,Countryside,Good,Yes,355035
977,1101,2,1,1,2000,Mountain,Good,Yes,290065
978,1602,4,3,2,1994,Countryside,Fair,Yes,272706
979,1502,4,2,2,2019,Urban,Good,Yes,249671
980,974,1,2,1,1982,Countryside,Good,Yes,163167
981,1948,4,4,2,2014,Industrial,Fair,Yes,279425
982,1335,2,2,1,1974,Mountain,Fair,Yes,291557
983,1417,4,2,1,2019,Suburban,Good,Yes,386744
984,2531,5,3,2,1953,Suburban,Good,Yes,557928
985,3400,7,3,3,2018,Seaside,Poor,Yes,691763
986,1682,4,4,2,1971,Urban,Fair,Yes,420221
987,1687,3,3,1,2006,Urban,Fair,Yes,552557
988,2078,5,4,3,1985,Downtown,Fair,Yes,628475
989,1633,3,3,2,2001,Urban,Excellent,Yes,538434
990,1734,3,2,1,1983,Industrial,Fair,Yes,191546
991,3524,7,4,2,1997,Seaside,Excellent,Yes,1247740
992,2104,5,4,1,1981,Suburban,Good,Yes,346149
993,1614,3,3,2,2017,Urban,Good,Yes,545952
994,1872,4,3,2,1952,Seaside,Poor,Yes,374652
995,1766,3,2,2,2008,Seaside,Good,Yes,553232
996,1183,3,4,1,1994,Mountain,Fair,No,344810
997,2076,3,4,1,2006,Countryside,Good,Yes,315405
998,941,1,2,1,2009,Rural,Poor,Yes,139598
999,2390,4,3,1,1978,Countryside,Fair,Yes,457805
1000,1353,3,3,2,1998,Countryside,Good,No,246844
1001,2280,3,3,2,2022,Suburban,Good,Yes,709037
1002,2630,5,4,1,2023,Countryside,Excellent,Yes,730312
1003,2861,5,4,2,1993,Downtown,Poor,Yes,599770
1004,3022,7,3,3,2008,Seaside,Poor,Yes,573933
1005,2179,4,3,2,1998,Downtown,Good,Yes,624569
1006,1225,3,2,2,1999,Seaside,Good,No,321205
1007,5061,6,5,1,2002,Seaside,Excellent,Yes,1640860
1008,1902,5,4,1,2017,Industrial,Good,No,287973
1009,1565,3,3,2,2018,Industrial,Good,Yes,294196
1010,2054,3,4,2,2018,Urban,Good,Yes,574077
1011,500,2,2,2,2012,Urban,Good,Yes,280690
1012,2194,4,3,2,2018,Downtown,Fair,Yes,657052
1013,1354,3,3,2,2018,Downtown,Excellent,No,518143
1014,2733,5,3,1,1984,Industrial,Fair,Yes,329925
1015,1459,3,4,2,2005,Rural,Poor,Yes,231461
1016,578,2,2,1,1999,Seaside,Good,No,275183
1017,2070,4,3,2,2023,Urban,Good,Yes,616305
1018,1118,3,3,1,2015,Rural,Good,Yes,284367
1019,2843,5,4,2,2000,Suburban,Good,Yes,666419
1020,2472,4,3,2,1986,Urban,Fair,Yes,595295
1021,1947,4,3,2,2016,Urban,Good,Yes,660606
1022,1561,4,2,2,2008,Downtown,Fair,Yes,413950
1023,1975,3,3,2,1977,Urban,Fair,Yes,545255
1024,1730,4,4,2,1986,Industrial,Good,No,300310
1025,2231,5,4,2,2003,Rural,Fair,Yes,447080
1026,2062,3,3,2,2015,Industrial,Good,Yes,328974
1027,2060,5,5,1,1975,Rural,Fair,Yes,224275
1028,1683,4,3,2,1990,Urban,Fair,Yes,524807
1029,1750,4,3,1,1976,Downtown,Poor,Yes,420898
1030,1115,2,2,1,1991,Seaside,Fair,Yes,303596
1031,1004,3,3,1,1989,Rural,Excellent,Yes,293765
1032,2297,4,3,1,2014,Rural,Fair,Yes,299202
1033,1529,3,3,2,1998,Countryside,Good,No,254446
1034,999,3,4,1,2017,Seaside,Poor,No,293212
1035,2221,5,4,2,2004,Seaside,Fair,Yes,722747
1036,2961,6,3,2,1974,Urban,Fair,Yes,593951
1037,1810,4,2,1,2013,Urban,Good,Yes,635231
1038,2584,5,5,2,2003,Mountain,Fair,Yes,507575
1039,1274,4,3,2,1984,Urban,Excellent,No,502143
1040,1100,4,3,1,1997,Countryside,Good,No,190432
1041,1563,4,3,2,2014,Suburban,Fair,Yes,269145
1042,1587,3,3,2,1988,Mountain,Poor,Yes,342341
1043,2118,3,4,2,2004,Rural,Good,Yes,399456
1044,2126,3,3,2,2009,Suburban,Poor,No,332042
1045,1734,4,3,2,1993,Urban,Poor,No,313669
1046,2278,3,4,3,2010,Suburban,Good,No,590409
1047,1337,2,1,2,2003,Industrial,Fair,Yes,216881
1048,1629,3,3,1,2012,Downtown,Good,Yes,492101
1049,1336,3,3,2,2004,Countryside,Fair,Yes,262083
1050,2385,3,3,3,1996,Urban,Fair,Yes,711650
1051,2428,3,2,2,1983,Suburban,Good,Yes,437215
1052,2555,4,2,2,2019,Seaside,Fair,Yes,795655
1053,1547,3,4,2,1996,Suburban,Good,Yes,458348
1054,747,1,2,2,1992,Countryside,Fair,Yes,104778
1055,2222,3,4,3,2024,Rural,Fair,Yes,364407
1056,2461,3,2,2,1977,Mountain,Poor,Yes,459152
1057,1641,4,2,1,1984,Rural,Fair,Yes,218497
1058,3167,4,4,4,2005,Seaside,Fair,Yes,666671
1059,881,1,2,1,1973,Mountain,Good,Yes,264062
1060,2223,3,3,2,2003,Mountain,Excellent,Yes,543877
1061,1756,5,3,2,2022,Mountain,Excellent,Yes,576998
1062,1368,2,2,2,2008,Industrial,Good,Yes,201643
1063,1028,3,3,1,1981,Seaside,Fair,No,218968
1064,1974,3,3,2,1989,Urban,Poor,Yes,349147
1065,2243,5,3,2,2005,Seaside,Good,Yes,855526
1066,2509,5,4,3,1982,Urban,Poor,Yes,480132
1067,2550,6,3,2,1991,Seaside,Fair,Yes,545609
1068,1644,3,3,2,2014,Countryside,Good,Yes,296469
1069,1415,2,2,2,1996,Industrial,Fair,No,201205
1070,2687,4,3,2,2017,Downtown,Good,Yes,797850
1071,2334,3,4,1,2024,Urban,Excellent,Yes,915152
1072,813,2,2,1,2006,Rural,Good,No,149462
1073,1722,3,3,1,2010,Mountain,Fair,No,323746
1074,1910,5,4,1,2010,Suburban,Poor,Yes,402113
1075,2458,4,3,2,1992,Industrial,Excellent,Yes,468315
1076,2086,3,4,3,2021,Seaside,Good,Yes,680679
1077,2443,3,3,2,2015,Rural,Good,Yes,354714
1078,1233,3,2,2,2007,Downtown,Fair,Yes,487859
1079,1931,4,3,1,1998,Suburban,Fair,Yes,480549
1080,1032,3,3,2,2004,Rural,Good,No,247031
1081,1396,3,4,1,1983,Seaside,Good,No,437727
1082,1109,2,2,1,1981,Suburban,Fair,Yes,236423
1083,1337,3,3,2,2012,Countryside,Fair,Yes,248537
1084,2193,4,2,2,1991,Mountain,Fair,Yes,328025
1085,2171,4,2,2,2009,Industrial,Fair,Yes,339895
1086,2565,6,4,2,2009,Urban,Excellent,Yes,922461
1087,1787,4,3,1,1989,Urban,Poor,No,271492
1088,2329,4,3,3,1967,Countryside,Excellent,Yes,610727
1089,1371,2,2,2,2002,Industrial,Fair,Yes,222331
1090,1258,4,2,2,1970,Suburban,Good,Yes,327275
1091,1806,3,3,2,1955,Countryside,Fair,No,189044
1092,1296,2,2,2,2002,Urban,Good,Yes,375517
1093,2237,5,4,1,2017,Industrial,Poor,Yes,308589
1094,1995,3,3,1,2009,Countryside,Good,Yes,415808
1095,3782,7,5,2,2014,Seaside,Excellent,Yes,1340820
1096,895,1,1,1,1986,Industrial,Fair,No,109440
1097,2424,3,3,3,1997,Rural,Poor,Yes,236496
1098,1837,4,4,2,2018,Suburban,Good,Yes,573884
1099,1916,4,4,2,2011,Urban,Good,Yes,584766
1100,1377,3,3,1,1990,Mountain,Poor,Yes,303092
1101,2056,4,3,2,2022,Industrial,Excellent,Yes,506109
1102,1304,3,3,1,2025,Rural,Excellent,Yes,308357
1103,1975,4,4,1,1959,Mountain,Fair,Yes,388419
1104,1677,5,5,2,2007,Industrial,Fair,No,256597
1105,1930,4,4,1,1986,Rural,Good,Yes,303453
1106,1567,4,3,1,2007,Suburban,Excellent,No,448017
1107,1668,3,3,1,2002,Countryside,Poor,No,198377
1108,1180,2,2,1,1975,Industrial,Fair,Yes,166935
1109,500,2,2,1,1990,Downtown,Fair,Yes,227964
1110,2316,4,4,2,2014,Suburban,Good,Yes,628008
1111,2825,4,3,1,1972,Rural,Good,No,397170
1112,2192,4,3,2,2008,Rural,Fair,Yes,353143
1113,2150,5,4,2,1992,Industrial,Fair,Yes,282787
1114,2159,4,4,3,1981,Urban,Good,Yes,632160
1115,1461,3,2,2,2003,Mountain,Fair,No,250258
1116,1489,3,3,2,2003,Suburban,Good,Yes,393177
1117,1635,3,2,2,1953,Suburban,Poor,No,203395
1118,2152,3,3,2,2024,Suburban,Excellent,Yes,474672
1119,2256,3,3,1,2021,Downtown,Poor,Yes,448314
1120,1460,2,2,1,2009,Urban,Good,Yes,570090
1121,1686,4,3,2,2015,Suburban,Excellent,Yes,626938
1122,1438,3,3,2,1989,Downtown,Good,Yes,510576
1123,2105,3,4,2,1986,Rural,Fair,Yes,358134
1124,2581,6,4,1,2008,Downtown,Good,Yes,698746
1125,1464,3,4,2,1998,Suburban,Fair,Yes,323405
1126,1944,4,3,2,1986,Downtown,Poor,Yes,312269
1127,592,1,1,1,2012,Rural,Good,Yes,146041
1128,2509,7,5,1,2025,Industrial,Excellent,Yes,578524
1129,1029,2,1,3,1961,Rural,Fair,Yes,119088
1130,3200,6,4,2,1993,Countryside,Fair,No,421287
1131,2786,6,4,2,2018,Downtown,Good,Yes,697128
1132,1309,3,3,1,1997,Rural,Excellent,No,133076
1133,3072,5,4,4,1979,Downtown,Fair,Yes,858116
1134,1734,3,3,2,2000,Rural,Poor,No,224090
1135,2955,6,4,2,1999,Mountain,Good,Yes,630861
1136,1777,3,2,2,2011,Downtown,Fair,No,398091
1137,2371,3,3,2,1983,Downtown,Good,Yes,734485
1138,2595,5,4,3,2011,Mountain,Good,No,685245
1139,2129,3,3,1,2011,Rural,Fair,No,318476
1140,1999,4,3,2,2000,Downtown,Good,Yes,719546
1141,1750,4,3,2,1995,Urban,Poor,Yes,438497
1142,1828,3,3,2,1979,Suburban,Good,No,273801
1143,2196,3,3,2,2018,Rural,Fair,Yes,317295
1144,2903,7,3,3,2021,Suburban,Good,Yes,734744
1145,1105,4,2,2,2003,Downtown,Poor,Yes,217838
1146,2024,5,4,2,2010,Urban,Poor,Yes,538989
1147,851,1,1,1,1986,Rural,Fair,No,106272
1148,1938,3,3,2,2016,Mountain,Fair,No,476419
1149,2327,5,3,3,1993,Downtown,Fair,No,458084
1150,1534,5,4,2,1973,Urban,Poor,Yes,291513
1151,1503,3,3,2,2012,Suburban,Good,Yes,321660
1152,1370,3,3,2,2002,Downtown,Excellent,Yes,668119
1153,2274,4,3,2,2011,Rural,Good,Yes,397667
1154,2406,4,3,1,2013,Seaside,Excellent,No,555846
1155,2496,3,3,2,1997,Urban,Good,Yes,606509
1156,1951,4,2,1,2015,Suburban,Good,Yes,405350
1157,2162,5,3,1,2024,Downtown,Good,Yes,661264
1158,2631,5,5,3,1995,Urban,Fair,Yes,647750
1159,1021,2,1,1,2024,Mountain,Excellent,Yes,381866
1160,1911,5,3,1,1985,Countryside,Fair,Yes,384685
1161,2691,4,3,2,1995,Urban,Fair,Yes,414636
1162,2192,3,3,3,2025,Seaside,Good,No,618148
1163,966,2,2,1,2011,Seaside,Good,Yes,304861
1164,1515,3,3,2,1969,Seaside,Good,No,355247
1165,5253,7,5,1,2004,Seaside,Excellent,Yes,1723280
1166,1809,4,4,1,1976,Rural,Fair,Yes,261593
1167,2004,3,3,2,1992,Downtown,Fair,No,467691
1168,2338,3,3,1,2008,Industrial,Poor,No,229810
1169,914,1,1,1,1980,Seaside,Fair,Yes,257913
1170,1650,4,3,1,1971,Urban,Fair,No,439269
1171,887,2,2,1,1978,Suburban,Poor,No,98269
1172,1395,3,3,2,1987,Downtown,Fair,No,408194
1173,693,2,1,2,1963,Industrial,Fair,Yes,94896
1174,2469,3,3,2,1995,Urban,Poor,Yes,464983
1175,1221,3,3,2,2020,Rural,Good,Yes,273445
1176,911,1,2,1,1979,Rural,Good,Yes,164470
1177,1703,3,3,2,2001,Industrial,Fair,Yes,225574
1178,1483,2,1,1,2001,Downtown,Excellent,Yes,358900
1179,1597,5,4,2,2005,Suburban,Fair,Yes,476218
1180,2052,4,3,2,2009,Urban,Good,Yes,578319
1181,3116,4,3,2,1986,Seaside,Fair,Yes,776609
1182,1116,1,1,1,1967,Rural,Poor,Yes,125352
1183,1100,3,4,2,1980,Urban,Fair,Yes,255897
1184,1906,3,3,1,2012,Seaside,Fair,Yes,416071
1185,2778,4,3,2,2023,Urban,Excellent,Yes,953949
1186,1420,3,3,1,2005,Seaside,Poor,No,308379
1187,1179,1,1,2,1989,Industrial,Poor,Yes,129888
1188,2368,5,4,2,2004,Industrial,Good,Yes,323289
1189,1453,4,3,1,1984,Rural,Good,Yes,293560
1190,2143,5,4,1,1996,Industrial,Good,Yes,431389
1191,1559,3,3,1,2013,Suburban,Fair,Yes,254393
1192,1932,3,2,2,1980,Downtown,Poor,Yes,394547
1193,1912,4,3,2,1978,Mountain,Fair,No,323733
1194,1369,4,3,1,2022,Suburban,Good,Yes,334553
1195,2002,3,3,2,1983,Downtown,Fair,Yes,548083
1196,1166,3,4,1,2015,Downtown,Fair,Yes,419443
1197,2086,3,3,2,2007,Downtown,Good,Yes,577827
1198,771,2,2,2,1992,Urban,Fair,Yes,253384
1199,1333,3,2,2,2012,Countryside,Fair,Yes,306233
1200,994,1,1,2,1976,Industrial,Fair,Yes,116568
1201,2428,4,3,3,2004,Rural,Fair,Yes,310774
1202,2479,3,4,3,2004,Urban,Fair,No,615457
1203,1705,3,3,1,2014,Urban,Good,Yes,501741
1204,2197,4,3,1,1982,Industrial,Good,Yes,318364
1205,2559,4,4,2,2007,Rural,Fair,Yes,412459
1206,2352,3,3,1,2016,Suburban,Good,Yes,635204
1207,867,1,2,1,2004,Seaside,Poor,Yes,215492
1208,2628,4,3,2,2004,Countryside,Poor,No,273472
1209,5535,5,4,2,1998,Seaside,Excellent,Yes,1705600
1210,1453,3,3,2,2000,Industrial,Fair,Yes,203112
1211,1279,4,2,2,2005,Industrial,Fair,Yes,203966
1212,2317,3,4,2,2023,Countryside,Good,Yes,521843
1213,2672,5,4,1,1992,Suburban,Good,Yes,463157
1214,2123,5,4,2,1993,Suburban,Poor,Yes,326922
1215,1890,4,3,2,2008,Countryside,Fair,Yes,238665
1216,1641,5,3,1,2008,Downtown,Poor,Yes,330115
1217,901,2,2,1,1960,Countryside,Fair,Yes,173777
1218,1346,2,1,2,2000,Countryside,Fair,No,173625
1219,1829,4,3,1,1995,Rural,Good,Yes,321149
1220,1031,3,2,1,2022,Urban,Good,Yes,339731
1221,2486,3,3,2,1996,Seaside,Fair,Yes,586048
1222,1380,3,3,1,2021,Suburban,Good,No,364697
1223,1620,4,3,2,2019,Countryside,Good,Yes,468861
1224,858,3,2,1,1983,Urban,Good,Yes,329559
1225,1924,3,3,2,1980,Suburban,Fair,Yes,403652
1226,1123,4,3,2,1975,Suburban,Fair,No,254674
1227,2130,5,4,3,1999,Mountain,Good,Yes,576625
1228,1473,3,2,2,2002,Urban,Good,Yes,467836
1229,4268,5,6,2,1990,Downtown,Excellent,Yes,1428180
1230,1607,3,4,2,1994,Countryside,Fair,Yes,319456
1231,2022,5,5,2,2007,Mountain,Fair,Yes,447159
1232,1624,3,3,1,2010,Suburban,Poor,Yes,273509
1233,3694,4,4,2,1968,Seaside,Good,Yes,1025890
1234,2786,4,2,1,2001,Industrial,Good,Yes,394248
1235,5961,7,6,2,2023,Seaside,Excellent,Yes,1933360
1236,1911,5,4,1,1971,Downtown,Fair,No,350483
1237,1406,3,2,2,2005,Suburban,Good,Yes,448319
1238,2478,5,4,1,2016,Urban,Good,Yes,708110
1239,2760,4,3,2,1957,Seaside,Fair,Yes,557176
1240,1811,4,4,2,2022,Seaside,Good,Yes,705955
1241,5254,7,4,2,2022,Downtown,Excellent,Yes,1697540
1242,1183,2,1,2,2016,Industrial,Good,Yes,214142
1243,2515,5,5,1,2010,Urban,Poor,Yes,492295
1244,500,2,1,1,2009,Suburban,Good,Yes,198209
1245,1886,5,4,2,2024,Countryside,Fair,Yes,392002
1246,2115,4,3,2,1988,Industrial,Fair,Yes,223032
1247,2545,4,3,2,1979,Seaside,Fair,Yes,722514
1248,1382,3,3,2,2014,Suburban,Excellent,No,476388
1249,1375,2,2,1,2012,Suburban,Fair,No,286536
1250,1071,1,1,2,1978,Industrial,Poor,No,122112
1251,1700,4,3,2,1991,Mountain,Fair,Yes,457901
1252,2395,4,2,2,2002,Seaside,Fair,Yes,605836
1253,2077,3,3,1,2014,Rural,Excellent,Yes,408463
1254,2440,5,5,2,1950,Mountain,Excellent,Yes,546262
1255,2296,3,3,2,2008,Mountain,Fair,Yes,472427
1256,1416,3,4,2,2014,Industrial,Good,Yes,223512
1257,1545,3,3,2,2014,Seaside,Fair,Yes,389670
1258,3830,5,4,2,1968,Seaside,Excellent,Yes,1262300
1259,2134,4,2,1,2002,Urban,Fair,Yes,354998
1260,1311,2,2,2,1992,Urban,Excellent,Yes,445392
1261,1580,3,3,2,2023,Industrial,Excellent,Yes,342106
1262,896,2,1,2,1974,Rural,Fair,No,109512
1263,1456,2,2,1,2017,Seaside,Good,No,282872
1264,1823,4,2,2,2013,Industrial,Good,Yes,202076
1265,2371,3,4,3,1981,Countryside,Fair,Yes,358184
1266,2825,4,2,2,2024,Industrial,Good,Yes,336842
1267,2713,5,3,2,2000,Industrial,Fair,Yes,315847
1268,2035,3,3,1,1991,Seaside,Good,Yes,447565
1269,1392,3,3,2,2011,Countryside,Good,Yes,293961
1270,1012,4,3,1,1994,Countryside,Fair,No,259839
1271,2301,4,3,2,1981,Industrial,Fair,No,216939
1272,1679,5,5,1,2015,Seaside,Poor,Yes,580333
1273,779,3,3,2,2005,Mountain,Good,Yes,287919
1274,2901,4,3,2,2011,Countryside,Good,Yes,486731
1275,1903,4,4,2,2003,Suburban,Fair,No,371632
1276,2305,4,3,2,1999,Suburban,Fair,Yes,602711
1277,1757,5,3,2,1993,Suburban,Fair,Yes,380128
1278,672,1,1,2,2011,Countryside,Good,Yes,194269
1279,2850,4,3,2,1994,Downtown,Poor,Yes,503577
1280,1651,4,4,2,1989,Seaside,Good,Yes,537270
1281,1715,4,3,2,2005,Countryside,Fair,Yes,332727
1282,2920,7,4,2,2019,Seaside,Excellent,No,876075
1283,1525,3,2,2,2018,Rural,Good,Yes,253572
1284,2524,6,5,2,2012,Industrial,Fair,Yes,329004
1285,2719,4,4,2,2011,Downtown,Poor,Yes,597943
1286,1425,2,2,2,2005,Industrial,Good,No,234793
1287,1911,4,3,2,2004,Rural,Poor,No,207975
1288,2831,6,4,2,2004,Countryside,Good,No,522195
1289,886,3,3,2,1990,Rural,Fair,Yes,169351
1290,1869,4,3,1,1964,Seaside,Poor,No,327866
1291,1946,5,3,1,2019,Mountain,Good,Yes,610528
1292,1341,4,3,2,2023,Seaside,Good,Yes,422982
1293,1963,4,2,1,2010,Industrial,Poor,Yes,222491
1294,1872,5,4,2,1979,Seaside,Fair,No,426196
1295,1359,4,2,2,1994,Seaside,Fair,No,308748
1296,2327,3,3,2,2006,Suburban,Good,Yes,487161
1297,1236,4,4,2,2019,Urban,Poor,No,217200
1298,2423,5,3,3,2004,Mountain,Good,Yes,720323
1299,1633,4,2,2,1997,Seaside,Good,No,399657
1300,1555,3,2,2,2016,Downtown,Excellent,No,668360
1301,2527,6,4,2,2017,Rural,Poor,Yes,355277
1302,1994,5,4,2,1983,Rural,Fair,Yes,340279
1303,1466,2,2,1,2022,Urban,Fair,Yes,349251
1304,1728,4,2,1,2018,Downtown,Fair,Yes,418169
1305,2269,5,3,1,2003,Seaside,Good,Yes,666682
1306,1146,3,2,1,1985,Rural,Poor,No,104332
1307,1001,3,2,1,1990,Downtown,Poor,No,210630
1308,2097,4,3,1,2003,Mountain,Fair,Yes,433850
1309,2872,6,4,2,1992,Rural,Good,Yes,457784
1310,2003,3,3,2,2007,Urban,Good,No,543396
1311,2964,4,3,2,2001,Industrial,Good,Yes,414998
1312,2659,7,3,1,2018,Seaside,Fair,Yes,696589
1313,2052,3,3,2,2013,Urban,Poor,Yes,464271
1314,2295,3,3,3,2010,Rural,Fair,Yes,397143
1315,1601,4,2,1,1983,Seaside,Fair,No,380287
1316,1907,4,2,2,2012,Seaside,Excellent,No,696657
1317,1530,3,3,2,1987,Downtown,Fair,Yes,398649
1318,2945,7,3,3,1980,Industrial,Good,Yes,335876
1319,1765,5,4,2,2005,Suburban,Good,Yes,456458
1320,1511,3,3,2,2001,Urban,Excellent,Yes,631982
1321,2165,5,4,2,1978,Industrial,Fair,Yes,273859
1322,2272,5,4,2,2007,Industrial,Poor,Yes,203022
1323,1827,4,4,1,1995,Industrial,Poor,Yes,203864
1324,1391,2,2,1,2002,Seaside,Good,Yes,393311
1325,1314,3,3,2,1970,Industrial,Poor,No,112226
1326,1654,4,3,2,2011,Rural,Excellent,Yes,302127
1327,2811,6,4,2,2001,Seaside,Fair,No,547396
1328,660,2,1,1,1968,Industrial,Poor,No,92520
1329,1480,2,2,1,2018,Urban,Good,No,418885
1330,2091,4,4,2,2001,Rural,Fair,Yes,448386
1331,1293,3,2,1,1989,Countryside,Good,Yes,265447
1332,1295,2,2,1,1978,Countryside,Good,No,202910
1333,1975,4,4,2,2017,Mountain,Good,No,506090
1334,1935,4,3,2,1989,Suburban,Fair,Yes,490036
1335,1161,4,3,2,2002,Urban,Good,Yes,462989
1336,1900,4,3,2,2012,Urban,Good,No,437213
1337,1571,5,4,2,1973,Countryside,Good,Yes,397774
1338,1835,4,2,2,2016,Suburban,Excellent,Yes,643938
1339,1406,4,2,1,2000,Suburban,Good,No,340250
1340,1856,4,2,1,2011,Suburban,Good,Yes,329302
1341,1963,5,4,1,2018,Industrial,Fair,Yes,356774
1342,1427,3,2,2,2013,Urban,Excellent,No,630010
1343,1500,3,3,2,2013,Mountain,Good,Yes,400106
1344,962,1,1,1,1962,Rural,Fair,No,114763
1345,1086,1,1,1,1970,Rural,Poor,Yes,123192
1346,904,2,1,2,1963,Industrial,Poor,Yes,110088
1347,2321,4,3,2,1991,Seaside,Good,Yes,515288
1348,2173,3,3,3,1969,Industrial,Fair,Yes,276829
1349,2292,4,3,2,1984,Downtown,Good,No,539247
1350,2157,3,3,2,2000,Seaside,Good,Yes,643303
1351,3145,7,4,4,1991,Countryside,Fair,Yes,438011
1352,1087,1,1,3,1976,Rural,Fair,Yes,123264
1353,2082,4,2,2,2009,Suburban,Excellent,Yes,612053
1354,2330,4,4,1,2016,Industrial,Fair,Yes,357486
1355,1689,3,3,2,2005,Downtown,Good,Yes,493825
1356,770,1,1,1,2008,Urban,Good,Yes,243834
1357,944,1,1,1,1975,Industrial,Fair,Yes,112968
1358,2458,3,4,1,1990,Seaside,Fair,Yes,605066
1359,2619,4,3,2,1994,Urban,Poor,Yes,466657
1360,1934,4,3,2,2004,Industrial,Good,Yes,326761
1361,3002,4,3,2,1972,Suburban,Poor,Yes,427421
1362,1413,3,3,2,1997,Countryside,Excellent,Yes,249645
1363,1717,5,4,2,1995,Industrial,Poor,No,145434
1364,1968,3,4,2,1974,Mountain,Poor,No,276101
1365,2474,4,3,2,2007,Seaside,Good,No,675853
1366,1012,3,3,1,1972,Suburban,Fair,No,234815
1367,1198,3,3,1,2010,Mountain,Good,Yes,458322
1368,2304,5,3,2,2015,Seaside,Poor,Yes,592962
1369,670,3,3,1,2019,Urban,Good,Yes,259038
1370,694,2,1,2,1971,Industrial,Fair,Yes,94968
1371,2264,4,3,2,2011,Mountain,Poor,Yes,510922
1372,2335,5,5,3,1953,Mountain,Poor,Yes,421030
1373,1605,5,3,2,2025,Suburban,Fair,Yes,422719
1374,2344,4,3,2,2024,Industrial,Good,Yes,392480
1375,1547,5,3,2,1971,Urban,Good,No,560739
1376,1193,2,1,1,1975,Industrial,Fair,Yes,130896
1377,1390,3,2,2,1981,Industrial,Good,Yes,261150
1378,1073,4,4,2,2011,Countryside,Excellent,Yes,388339
1379,1816,4,3,1,2014,Downtown,Excellent,Yes,1019597
1380,2133,3,3,1,1998,Downtown,Good,Yes,621795
1381,871,2,2,1,1991,Downtown,Poor,Yes,231505
1382,2859,4,2,2,1991,Seaside,Excellent,Yes,983537
1383,1133,1,1,2,1965,Rural,Fair,Yes,126576
1384,2933,5,5,2,1984,Countryside,Good,Yes,389785
1385,556,1,1,2,2008,Mountain,Fair,Yes,177499
1386,1953,5,3,2,2002,Downtown,Good,Yes,536784
1387,1456,2,1,2,2000,Rural,Excellent,No,297558
1388,2135,4,3,2,1996,Mountain,Good,Yes,656170
1389,2414,3,3,2,1996,Urban,Fair,Yes,632465
1390,2650,5,4,1,2002,Rural,Fair,Yes,371193
1391,2155,3,3,1,1973,Suburban,Fair,Yes,427152
1392,1829,4,3,1,2010,Suburban,Fair,No,416520
1393,1992,3,4,1,2025,Urban,Good,Yes,608511
1394,2297,3,3,3,1991,Countryside,Fair,Yes,379161
1395,1492,3,2,1,1981,Countryside,Poor,Yes,187660
1396,1992,4,3,1,2000,Countryside,Good,No,383674
1397,2360,4,2,2,2010,Mountain,Fair,Yes,533863
1398,5446,7,5,2,2000,Downtown,Excellent,Yes,1773460
1399,2234,3,3,1,2024,Urban,Good,Yes,706251
1400,1049,3,2,1,1975,Rural,Good,No,178673
1401,2212,3,3,2,2014,Industrial,Good,Yes,360338
1402,500,1,2,1,1991,Seaside,Fair,Yes,178042
1403,776,2,2,1,2016,Industrial,Good,Yes,178470
1404,1620,3,3,2,2025,Industrial,Fair,Yes,228948
1405,2035,4,4,3,1985,Suburban,Poor,Yes,302373
1406,3282,4,3,2,2006,Downtown,Good,Yes,817109
1407,2221,5,4,2,2000,Suburban,Fair,Yes,414341
1408,1458,2,2,2,1972,Mountain,Fair,Yes,319659
1409,1211,3,2,2,2015,Rural,Good,No,199742
1410,2594,7,3,3,1982,Industrial,Poor,Yes,179813
1411,1904,3,3,2,1992,Seaside,Good,Yes,486330
1412,1536,4,4,1,1998,Seaside,Good,Yes,500050
1413,1371,3,3,2,2016,Suburban,Fair,Yes,428947
1414,1613,3,3,1,2014,Urban,Good,Yes,422753
1415,1714,4,3,1,1982,Seaside,Fair,Yes,453678
1416,1290,4,3,1,1958,Urban,Fair,No,295289
1417,5042,7,6,2,1995,Downtown,Excellent,Yes,1694420
1418,1871,4,4,1,1952,Mountain,Fair,Yes,445094
1419,1592,4,2,1,1961,Mountain,Good,No,339043
1420,2319,4,3,2,2004,Urban,Fair,Yes,606121
1421,2909,6,4,2,2022,Urban,Fair,No,498028
1422,2867,6,4,1,1985,Suburban,Good,Yes,789304
1423,3003,6,3,2,2005,Mountain,Good,Yes,730495
1424,3669,6,4,1,2008,Downtown,Excellent,Yes,1252940
1425,1753,4,3,2,1971,Countryside,Good,No,365383
1426,1985,5,3,2,2014,Countryside,Good,Yes,357602
1427,4156,5,5,2,1981,Seaside,Excellent,Yes,1373060
1428,1283,3,3,1,2022,Rural,Good,Yes,258038
